0.376405, 0.240016, 0.297874, 0.000000
0.424089, 0.386756, 0.102272, 0.000000
0.295009, 0.184864, 0.189678, 0.000000
0.241060, 0.214404, 0.345427, 0.000000
0.276104, 0.212168, 0.244386, 0.000000
0.233367, 0.349408, 0.179484, 0.000000
0.231307, 0.114590, 0.000000, 0.000000
0.265362, 0.286444, 0.125783, 0.000000
0.426975, 0.054563, 0.204576, 0.000000
0.181282, 0.353278, 0.346936, 0.000000
0.256729, 0.177732, 0.497990, 1.000000
0.038353, 0.170816, 0.457184, 1.000000
0.285792, 0.314110, 0.679991, 1.000000
0.285255, 0.140135, 0.421744, 1.000000
0.276666, 0.235629, 0.356479, 1.000000
0.235548, 0.281452, 0.539226, 1.000000
0.181495, 0.119235, 0.388680, 1.000000
0.280030, 0.169089, 0.509987, 1.000000
0.373272, 0.268450, 0.570416, 1.000000
0.214206, 0.351999, 0.705292, 1.000000
0.348936, 0.252130, 0.927859, 2.000000
0.065850, 0.247690, 0.881512, 2.000000
0.252905, 0.242263, 0.730689, 2.000000
0.195860, 0.124213, 0.861658, 2.000000
0.110260, 0.331247, 0.780769, 2.000000
0.110106, 0.207459, 0.758957, 2.000000
0.157534, 0.117004, 1.000000, 2.000000
0.278580, 0.194253, 0.827545, 2.000000
0.294092, 0.240520, 0.916472, 2.000000
0.197381, 0.031177, 0.855420, 2.000000
0.685953, 0.084298, 0.277067, 3.000000
0.653623, 0.382192, 0.192435, 3.000000
0.708758, 0.224660, 0.137444, 3.000000
0.765880, 0.390506, 0.198522, 3.000000
0.636619, 0.164497, 0.010764, 3.000000
0.648885, 0.225100, 0.305476, 3.000000
0.762671, 0.158350, 0.172318, 3.000000
0.779057, 0.182654, 0.148997, 3.000000
0.805919, 0.303759, 0.201879, 3.000000
0.607289, 0.000000, 0.258970, 3.000000
0.825443, 0.135674, 0.419974, 4.000000
0.766343, 0.185123, 0.542934, 4.000000
0.662155, 0.207912, 0.618386, 4.000000
0.582754, 0.098823, 0.541830, 4.000000
0.506023, 0.062695, 0.720002, 4.000000
0.742413, 0.198994, 0.657134, 4.000000
0.562607, 0.168440, 0.595679, 4.000000
0.755734, 0.251292, 0.279209, 4.000000
0.569858, 0.247707, 0.497738, 4.000000
0.920690, 0.292656, 0.589142, 4.000000
0.568977, 0.141042, 0.648774, 5.000000
0.603702, 0.134672, 0.874518, 5.000000
0.708447, 0.075978, 0.956672, 5.000000
0.846891, 0.179171, 1.000000, 5.000000
0.686566, 0.398873, 0.978395, 5.000000
0.510276, 0.201863, 0.972099, 5.000000
0.669721, 0.196312, 0.993643, 5.000000
0.595681, 0.201752, 0.899029, 5.000000
0.633288, 0.197987, 0.944169, 5.000000
0.709950, 0.119128, 0.756254, 5.000000
0.254986, 0.866757, 0.045771, 6.000000
0.286215, 0.854808, 0.248837, 6.000000
0.296594, 1.000000, 0.396123, 6.000000
0.192776, 0.897779, 0.092164, 6.000000
0.306160, 0.748178, 0.019475, 6.000000
0.283039, 0.814497, 0.277761, 6.000000
0.240807, 0.703666, 0.000000, 6.000000
0.090340, 0.868316, 0.077822, 6.000000
0.134724, 0.720773, 0.216988, 6.000000
0.209083, 0.818527, 0.339707, 6.000000
0.267264, 0.892650, 0.459615, 7.000000
0.132167, 0.858338, 0.693620, 7.000000
0.246559, 0.779451, 0.651012, 7.000000
0.170741, 1.000000, 0.476673, 7.000000
0.099673, 0.884130, 0.631566, 7.000000
0.303744, 0.882586, 0.434524, 7.000000
0.149466, 0.664838, 0.442021, 7.000000
0.182154, 0.905567, 0.499388, 7.000000
0.194302, 0.827048, 0.608436, 7.000000
0.110089, 0.950421, 0.729421, 7.000000
0.213983, 1.000000, 0.862128, 8.000000
0.194686, 0.671709, 0.770656, 8.000000
0.121650, 0.877419, 0.868065, 8.000000
0.142106, 0.807785, 0.850051, 8.000000
0.061859, 0.805403, 0.828538, 8.000000
0.075105, 0.833643, 0.783186, 8.000000
0.323538, 0.842286, 0.847712, 8.000000
0.242803, 0.922363, 0.693042, 8.000000
0.162322, 0.775763, 0.852150, 8.000000
0.146367, 0.882374, 0.768621, 8.000000
0.852877, 0.716631, 0.094404, 9.000000
0.924760, 0.955818, 0.278456, 9.000000
0.981310, 0.873865, 0.220823, 9.000000
0.714780, 0.898400, 0.261268, 9.000000
0.808346, 0.931067, 0.018411, 9.000000
0.941777, 0.896695, 0.411061, 9.000000
1.000000, 1.000000, 0.281740, 9.000000
0.931328, 0.748504, 0.166491, 9.000000
1.000000, 0.721050, 0.154972, 9.000000
0.724743, 1.000000, 0.143422, 9.000000
0.794218, 0.786375, 0.531066, 10.000000
0.714227, 0.863653, 0.526860, 10.000000
0.939142, 1.000000, 0.590318, 10.000000
0.940822, 0.871895, 0.497359, 10.000000
0.667069, 0.778045, 0.555060, 10.000000
0.702107, 0.890956, 0.493250, 10.000000
0.764511, 0.819664, 0.606211, 10.000000
0.955217, 0.672965, 0.518385, 10.000000
0.958055, 0.840877, 0.544215, 10.000000
0.717126, 0.818663, 0.716211, 10.000000
0.842598, 0.928509, 0.874293, 11.000000
0.840518, 0.952140, 0.985456, 11.000000
0.968269, 0.835979, 0.923437, 11.000000
0.653742, 0.886173, 0.902767, 11.000000
0.881864, 0.844439, 0.997144, 11.000000
0.857343, 0.852713, 0.842573, 11.000000
0.970077, 0.837421, 0.783232, 11.000000
0.855791, 1.000000, 0.836598, 11.000000
0.928244, 0.838856, 0.838992, 11.000000
0.810583, 0.745036, 0.855689, 11.000000
