0.812951, 0.990019, 9.000000
0.532596, 0.461512, 7.000000
0.468232, 0.574745, 7.000000
0.284771, 0.892022, 8.000000
0.698069, 0.507431, 9.000000
0.113501, 0.858517, 7.000000
0.607683, 0.774072, 9.000000
0.003320, 0.173038, 1.000000
0.485982, 0.763013, 9.000000
0.165025, 0.423569, 4.000000
0.404182, 0.768964, 8.000000
0.024251, 0.058793, 0.000000
0.257635, 0.726223, 7.000000
0.101986, 0.010846, 0.000000
0.144328, 0.112608, 1.000000
0.003482, 0.026322, 0.000000
0.030101, 0.077714, 0.000000
0.244156, 0.625106, 6.000000
0.278057, 0.236244, 3.000000
0.311153, 0.239775, 4.000000
0.090602, 0.391393, 3.000000
0.889007, 0.463111, 9.000000
0.023585, 0.099041, 0.000000
0.017590, 0.763948, 5.000000
0.419276, 0.108486, 3.000000
0.036019, 0.136999, 1.000000
0.905662, 0.894436, 9.000000
0.499361, 0.146984, 4.000000
0.147719, 0.114585, 1.000000
0.511115, 0.288885, 5.000000
0.296232, 0.646654, 7.000000
0.078481, 0.989844, 8.000000
0.139115, 0.382429, 3.000000
0.968358, 0.635818, 9.000000
0.061537, 0.179127, 1.000000
0.345560, 0.007979, 2.000000
0.535338, 0.518347, 7.000000
0.171015, 0.293352, 3.000000
0.722193, 0.613825, 9.000000
0.698702, 0.360808, 7.000000
0.304002, 0.135695, 3.000000
0.111249, 0.050906, 1.000000
0.200709, 0.256412, 3.000000
0.048524, 0.913619, 7.000000
0.999806, 0.844158, 9.000000
0.330874, 0.711820, 7.000000
0.220273, 0.279929, 3.000000
0.230259, 0.115292, 2.000000
0.120189, 0.068384, 1.000000
0.285477, 0.483113, 5.000000
0.611346, 0.158191, 5.000000
0.060007, 0.054498, 0.000000
0.302085, 0.317336, 4.000000
0.033027, 0.005823, 0.000000
0.451485, 0.187092, 4.000000
0.417590, 0.589666, 7.000000
0.530783, 0.950881, 9.000000
0.169834, 0.319891, 3.000000
0.482432, 0.872463, 9.000000
0.104633, 0.408783, 3.000000
0.631495, 0.114040, 5.000000
0.435125, 0.340379, 5.000000
0.019216, 0.011675, 0.000000
0.843121, 0.413460, 9.000000
0.004564, 0.034065, 0.000000
0.263477, 0.238349, 3.000000
0.974268, 0.108234, 8.000000
0.368544, 0.337186, 5.000000
0.121248, 0.329541, 3.000000
0.974900, 0.048722, 7.000000
0.030636, 0.097267, 0.000000
0.231812, 0.058697, 2.000000
0.810741, 0.160377, 7.000000
0.058188, 0.032535, 0.000000
0.009876, 0.162427, 1.000000
0.190130, 0.113766, 2.000000
0.231283, 0.141598, 2.000000
0.123611, 0.125327, 1.000000
0.128530, 0.319687, 3.000000
0.905657, 0.151794, 7.000000
0.055409, 0.332034, 2.000000
0.087041, 0.284388, 2.000000
0.226309, 0.789086, 7.000000
0.064008, 0.018602, 0.000000
0.337249, 0.192204, 3.000000
0.964820, 0.265823, 9.000000
0.147058, 0.099529, 1.000000
0.379136, 0.548951, 6.000000
0.454342, 0.703988, 8.000000
0.538246, 0.454682, 7.000000
0.332947, 0.040128, 2.000000
0.023499, 0.099599, 0.000000
0.033589, 0.867030, 6.000000
0.968672, 0.383629, 9.000000
0.085473, 0.480474, 4.000000
0.824921, 0.071026, 6.000000
0.410006, 0.013520, 3.000000
0.174195, 0.052148, 1.000000
0.603982, 0.327580, 6.000000
0.695767, 0.539479, 9.000000
0.291204, 0.282692, 4.000000
0.504796, 0.102814, 4.000000
0.227607, 0.104375, 2.000000
0.760204, 0.756761, 9.000000
0.809383, 0.649660, 9.000000
0.109649, 0.653387, 5.000000
0.253699, 0.116785, 2.000000
0.013933, 0.072916, 0.000000
0.710430, 0.360969, 8.000000
0.162414, 0.548758, 5.000000
0.991809, 0.883857, 9.000000
0.140284, 0.036697, 1.000000
0.628942, 0.149356, 5.000000
0.049728, 0.011147, 0.000000
0.691439, 0.178955, 6.000000
0.464773, 0.833193, 9.000000
0.103018, 0.708767, 6.000000
0.291182, 0.362094, 4.000000
0.914746, 0.386724, 9.000000
0.822839, 0.064865, 6.000000
0.404686, 0.113440, 3.000000
0.058082, 0.185257, 1.000000
0.879321, 0.273221, 8.000000
0.113873, 0.217928, 2.000000
0.045008, 0.033874, 0.000000
0.115767, 0.537449, 4.000000
0.220178, 0.508480, 5.000000
0.343816, 0.023102, 2.000000
0.766192, 0.542276, 9.000000
0.146476, 0.398510, 4.000000
0.744307, 0.072898, 6.000000
0.208622, 0.253884, 3.000000
0.424867, 0.106089, 3.000000
0.500625, 0.537071, 7.000000
0.638977, 0.689956, 9.000000
0.159167, 0.763315, 6.000000
0.563508, 0.116538, 5.000000
0.746598, 0.034071, 5.000000
0.438690, 0.794336, 9.000000
0.251843, 0.055008, 2.000000
0.707526, 0.202949, 6.000000
0.001488, 0.020869, 0.000000
0.151502, 0.232277, 2.000000
0.218998, 0.255360, 3.000000
0.302941, 0.218995, 3.000000
0.410291, 0.019444, 3.000000
0.785376, 0.800157, 9.000000
0.027241, 0.829892, 6.000000
0.343833, 0.385875, 5.000000
